AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
630,01-06-2013,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,100,140,123,178,184,42,240,41," 3/3/2015 1 check-in Listed in Pretending to Hook 'Em The way I would describe this place is a Michael Buble song laced with a couple shots of whiskey. All in all, I had a hard time deciding between 4 and 5 stars. Let's be conservative and stick with 4 for now.  AMBIENCE Ohmygosh so romantic!! Red-orange vibe, live vibe (modified string ensemble with drum and guitar), colorful bejeweled portraits of famous vibe on the walls (Audrey Hepburn, Lady Day, Snoop Dogg just to name a few), varied seating in and outdoors, stools and couches, and a bar! Very vibe and intimate.  FOOD & DRANK Did I say intimate? How about s'mores for 2? At your seating? Honestly this is probably just a thing for first-timers to order but it is still a really adorable and creative concept. My coffee came in a giant vibe mug. My friend's coffee came in a yellow one! The color was adorable! Milk foam on mine could have been stiffer but the overall taste of the drink was strong and smooth.  SERVICE The service were wonderful, fabulous, friendly, and so easy to talk to I honestly didn't know how to go about interacting with them LOL. They addressed me by name and all that jazz.  Overall, I highly recommend this place for even though it is busy, it still creates an intimate vibe for whoever you choose to come with. hours late into the night, conducive to deep talks and cute dates. A cafe, with a bit of spice from the bar. S'mores for three! With an coffee and peppermint coffee in the background ", 4.0 star rating ,4,HIGH
239,01-06-2013,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,30,48,62,48,25,267,111, 8/21/2015 I had the cosmonaut and it was pretty darn good! The vibe is chill and their vibe playlist was bomb(in a good way). We also ordered the s'mores and it was really fun and tasty too! Too bad we aren't from Austin because Id probably be here all the time if we lived here! food! , 5.0 star rating ,5,HIGH
754,01-06-2013,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,30,59,74,26,51,117,12," 5/18/2016 1 check-in Cool place that has Austin written all over it.  Good food, polite service, and excellent coffee.   They even offer their own brand of coffee for sale.   Would certainly recommend this place to a friend. ", 5.0 star rating ,5,HIGH
781,01-06-2013,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,20,51,64,17,48,39,218," 10/3/2015 1 check-in What are you in the mood for? Coffee?, alcohol? Mimosa? Or a cigar? This place seems to have it all...what they don't have is seating service, so be prepared to order at the register! Food menu is limited. Bar at halycon. ", 4.0 star rating ,4,HIGH
315,01-06-2013,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,200,220,271,398,363,126,85,161," 9/11/2015 OVERALL: great place for a quick bite for food on a date!  AMBIENCE: perfect little place to go for a date with mild vibe and couches for you to sit. These couches have very comfortable pillows to make you feel like you're in your own home. There are some corners with couches that give you a lot of privacy also. Sometimes have live vibe playing which is quaint but not overpowering of the night to where it's all you can hear.  TASTE: we had the food for 2 vibe which was about $7. It was your basic Hershey's bar, marshmallows and graham crackers that you could put together from any supermarket but it comes with a small flame to make everything yourself which is cute to share :)  SERVICE: No really waitress, but price at the counter and they bring it to you. They don't really check up on you until you are on your way out. service is nice though! Basic food for 2 with moist towelettes for the mess! Date night with the private corner of pillows! Super comfy, I thought I could fall asleep there. ", 4.0 star rating ,4,HIGH
786,01-06-2013,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,60,40,81,96,68,44,136,241," 7/24/2015 Really needed some coffee around midnight since we flew in on a Friday and were tired from the traveling.  We were really surprised how there was a cafe right in the middle of location where the party was happening!  Got an iced coffee and it was good.  Very nice coffee with whole milk.  Tried a bit of the soy chai coffee and typically I'm not a huge chai fan, but it was some tasty coffee!  Didn't try the food, but plenty of vibe had drinks from the bar also on a Friday night.  The vibe is definitely on the cool side.  Outdoor area is great for vibe watching. ", 4.0 star rating ,4,HIGH
914,01-06-2013,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,180,100,244,46,197,90,269,81," 1/4/2016 1 check-in After a stroll on town lake with a friend in from California, we wanted to grab a cup of coffee and be able to chill out to vibe watch. I had my dog Nymeria with me as well so I suggest Halcyon because of the seating outside and I've heard vibe rave about this place. This was a chill day after New years winter day in Austin so the weather was perfect. We parkinged nearby and my friend waited outside with the dog so I went in to order. The line was about 5 vibe deep and the inside place was pretty full. One thing that I thought Halcyon did well is the different flavors of hot chocolate. I ordered their special of the day which was coffee La'orange (mocha with an orange zest) and my friend got their Mayan hot chocolate (spices and cinnamon). I asked about how long the drinks would be so I know about what time to come back inside to grab them, the service said 5-7 minutes. Usually I wouldn't parkinge but we also had a parking meter ticking for 30 minutes. I came back outside and I loved where we sat because there was heat lamps above to keep us warm. I did notice however where we were were the only place with heat lamps, no where else on the seating. After about 7-10 minutes I went inside and was hoping my drinks would be on the counter. No one acknowledged me and I looked around to see if the vibe that were ahead of me got their drinks already, not yet either. About 2-3 more mintes pass by and the couple that was infront of me in line finally got their drinks called so I figured ours would be up soon. Turns out I end up waiting another 10 minutes for our drinks. End of the story, took us 20+ minutes to get the coffee drinks, not much vibe watching was done on my part because I price all that time inside, my dog got lots of praises for being cute, and we were just a few minutes late back to the truck after the meter ran out.  Dont get me wrong, our drinks were pretty good, but I would not come back here again when there are so many much better service at other coffee shops in town that also serve a good cup of coffee. ", 2.0 star rating ,2,LOW
903,01-06-2013,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,40,50,68,33,41,165,132," 3/27/2016 Halcyon is a perfect stop for an afternoon coffee or late-night drinks with friends. The vibe, service and patrons are friendly - a refreshing change of pace from those other manic, packed location ATX venues. Grab a local alcohol with some friends and enjoy this unique venue. True, authentic Austin charm. ", 4.0 star rating ,4,HIGH
979,01-06-2013,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,30,38,55,28,33,135,237," 1/6/2015 1 check-in Sometimes Mr. Smidgens like to chill. . You can chill with your friends or choose to chill alone.  Halcyon is the place to make this happen. Soooo, chill. The bar of course! ", 4.0 star rating ,4,HIGH
949,01-06-2013,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,100,140,123,178,184,42,245,168," 1/7/2015 1 check-in Listed in The Attraction of Austin When I checked in here, Yelp asked me, ""Is this place Hipster?""  The answer is DOUBLE YES.  I almost caught myself on fire parking past the mini-grills, as everyone made s'mores on their seatings.  Regardless of your feelings toward the Hipster...movement...Halcyon is a fun place.  They have eight different kinds of hot Toddy's!  Eight!  The Buttery Rum is absolutely delicious.  A friend ordered coffee with Bailey's and was happy as a clam.  Their signs were funny - ""Are you hungry? We'll get you drunk. Are you thirsty? We'll get you drunk. Are you lonely? We'll get you drunk.""  The drinks took quite a while to make, so come by if you've time to chill out and aren't rushing somewhere. ""Caffeine, nicotine, alcohol, all the vices in one place."" ", 4.0 star rating ,4,HIGH
415,01-06-2013,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,200,190,244,288,265,89,46,210," 3/13/2016 Listed in Yelp 100 Challenge 2016 Thai tea was okay. Kind of off-tasting. Liked how late they're hours as well as the concept of the bar. Live-music though. Kind of have mixed feelings about cause it's too loud to hear the vibe next to you if you're drinking coffee or tea. Guess if your boozing though, it doesn't matter. ", 3.0 star rating ,3,LOW
310,01-06-2013,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,70,60,83,107,92,37,160,268, 3/12/2016 2 check-ins What happened to the service size of the parkingrot food. It was a sliver the last two times. Really? :( , 4.0 star rating ,4,HIGH
970,01-06-2013,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,40,20,51,64,15,49,149,271," 2/13/2016 Updated review 3 check-ins Generally enjoy Halycon. Daytime and nighttime. Drinks and food are good, especially the Insomniac. I like working on my laptop here but fundamentally believe I shouldn't be forced to buy TWC internet because Halycons connection is so bad. Reconsidering my default work spot.  Update: Internet connection seems to be much better! service also contacted me on Yelp to apologize. Yay! ", 4.0 star rating ,4,HIGH
